Created as New Dataset,
nm,%R
2500.0,41.16
2495.0,42.58
2490.0,41.24
2485.0,39.10
2480.0,40.21
2475.0,42.16
2470.0,41.08
2465.0,39.48
2460.0,41.92
2455.0,41.47
2450.0,39.69
2445.0,40.25
2440.0,43.36
2435.0,40.57
2430.0,40.23
2425.0,42.35
2420.0,42.07
2415.0,40.81
2410.0,41.85
2405.0,42.23
2400.0,40.83
2395.0,41.74
2390.0,42.91
2385.0,42.37
2380.0,41.96
2375.0,42.11
2370.0,40.72
2365.0,41.21
2360.0,41.34
2355.0,41.58
2350.0,41.37
2345.0,40.08
2340.0,41.13
2335.0,41.65
2330.0,39.67
2325.0,42.09
2320.0,41.07
2315.0,40.84
2310.0,41.18
2305.0,41.05
2300.0,40.96
2295.0,40.80
2290.0,40.25
2285.0,41.06
2280.0,40.61
2275.0,39.75
2270.0,40.51
2265.0,40.39
2260.0,39.94
2255.0,40.09
2250.0,40.92
2245.0,40.05
2240.0,40.42
2235.0,40.23
2230.0,40.06
2225.0,39.87
2220.0,40.20
2215.0,40.48
2210.0,39.88
2205.0,40.62
2200.0,40.17
2195.0,39.87
2190.0,40.89
2185.0,40.45
2180.0,40.97
2175.0,41.41
2170.0,40.87
2165.0,41.27
2160.0,40.98
2155.0,41.40
2150.0,41.61
2145.0,42.55
2140.0,41.85
2135.0,41.91
2130.0,41.65
2125.0,41.26
2120.0,41.40
2115.0,41.27
2110.0,40.88
2105.0,40.98
2100.0,41.18
2095.0,41.15
2090.0,40.96
2085.0,41.10
2080.0,40.88
2075.0,40.71
2070.0,41.11
2065.0,40.74
2060.0,40.54
2055.0,40.89
2050.0,40.78
2045.0,40.57
2040.0,40.48
2035.0,40.34
2030.0,40.44
2025.0,40.47
2020.0,40.25
2015.0,40.17
2010.0,40.00
2005.0,40.19
2000.0,40.02
1995.0,39.87
1990.0,39.88
1985.0,39.86
1980.0,39.80
1975.0,39.86
1970.0,39.75
1965.0,39.88
1960.0,39.84
1955.0,39.97
1950.0,40.07
1945.0,40.10
1940.0,40.03
1935.0,39.73
1930.0,39.81
1925.0,39.76
1920.0,39.60
1915.0,39.39
1910.0,39.59
1905.0,39.49
1900.0,39.24
1895.0,39.41
1890.0,39.38
1885.0,39.51
1880.0,39.48
1875.0,39.18
1870.0,39.27
1865.0,39.34
1860.0,39.19
1855.0,39.15
1850.0,39.18
1845.0,39.13
1840.0,39.09
1835.0,39.12
1830.0,39.02
1825.0,38.86
1820.0,38.91
1815.0,38.80
1810.0,38.77
1805.0,38.83
1800.0,38.83
1795.0,38.87
1790.0,38.92
1785.0,38.90
1780.0,38.88
1775.0,38.80
1770.0,38.92
1765.0,38.74
1760.0,38.83
1755.0,38.69
1750.0,38.74
1745.0,38.57
1740.0,38.67
1735.0,38.65
1730.0,38.58
1725.0,38.56
1720.0,38.44
1715.0,38.44
1710.0,38.33
1705.0,38.26
1700.0,38.31
1695.0,38.07
1690.0,38.13
1685.0,38.14
1680.0,37.96
1675.0,37.97
1670.0,37.96
1665.0,37.93
1660.0,37.77
1655.0,37.73
1650.0,37.73
1645.0,37.68
1640.0,37.54
1635.0,37.53
1630.0,37.50
1625.0,37.42
1620.0,37.36
1615.0,37.27
1610.0,37.24
1605.0,37.13
1600.0,37.17
1595.0,37.10
1590.0,36.95
1585.0,36.98
1580.0,36.91
1575.0,36.83
1570.0,36.78
1565.0,36.76
1560.0,36.65
1555.0,36.62
1550.0,36.55
1545.0,36.46
1540.0,36.40
1535.0,36.33
1530.0,36.24
1525.0,36.18
1520.0,36.15
1515.0,36.03
1510.0,35.95
1505.0,35.85
1500.0,35.76
1495.0,35.61
1490.0,35.59
1485.0,35.50
1480.0,35.44
1475.0,35.39
1470.0,35.27
1465.0,35.25
1460.0,35.25
1455.0,35.29
1450.0,35.27
1445.0,35.27
1440.0,35.20
1435.0,35.09
1430.0,34.96
1425.0,34.82
1420.0,34.79
1415.0,34.69
1410.0,34.63
1405.0,34.56
1400.0,34.46
1395.0,34.44
1390.0,34.38
1385.0,34.29
1380.0,34.21
1375.0,34.16
1370.0,34.09
1365.0,33.92
1360.0,33.78
1355.0,33.80
1350.0,33.71
1345.0,33.65
1340.0,33.66
1335.0,33.53
1330.0,33.48
1325.0,33.33
1320.0,33.25
1315.0,33.16
1310.0,33.13
1305.0,32.99
1300.0,32.92
1295.0,32.74
1290.0,32.68
1285.0,32.62
1280.0,32.53
1275.0,32.42
1270.0,32.34
1265.0,32.31
1260.0,32.17
1255.0,32.08
1250.0,32.02
1245.0,31.83
1240.0,31.71
1235.0,31.65
1230.0,31.53
1225.0,31.50
1220.0,31.44
1215.0,31.39
1210.0,31.27
1205.0,31.17
1200.0,31.09
1195.0,31.04
1190.0,30.94
1185.0,30.81
1180.0,30.78
1175.0,30.71
1170.0,30.54
1165.0,30.49
1160.0,30.40
1155.0,30.35
1150.0,30.28
1145.0,30.18
1140.0,30.08
1135.0,29.98
1130.0,29.95
1125.0,29.91
1120.0,29.83
1115.0,29.72
1110.0,29.75
1105.0,29.58
1100.0,29.57
1095.0,29.55
1090.0,29.49
1085.0,29.44
1080.0,29.42
1075.0,29.35
1070.0,29.32
1065.0,29.28
1060.0,29.26
1055.0,29.16
1050.0,29.18
1045.0,29.07
1040.0,29.08
1035.0,29.12
1030.0,29.05
1025.0,29.07
1020.0,28.97
1015.0,29.07
1010.0,29.00
1005.0,29.01
1000.0,29.00
995.0,28.99
990.0,28.97
985.0,28.98
980.0,28.95
975.0,29.08
970.0,29.16
965.0,29.22
960.0,29.33
955.0,29.33
950.0,29.37
945.0,29.42
940.0,29.42
935.0,29.49
930.0,29.56
925.0,29.54
920.0,29.60
915.0,29.79
910.0,29.86
905.0,29.80
900.0,29.87
895.0,30.05
890.0,30.13
885.0,30.37
880.0,30.25
875.0,30.58
870.0,30.48
865.0,30.80
860.0,30.83
855.0,31.50
850.0,31.83
845.0,31.50
840.0,31.57
835.0,31.46
830.0,31.38
825.0,31.34
820.0,31.30
815.0,31.27
810.0,31.34
805.0,31.29
800.0,30.23
795.0,30.51
790.0,30.47
785.0,30.60
780.0,30.70
775.0,31.41
770.0,36.33
765.0,33.78
760.0,31.20
755.0,30.57
750.0,29.94
745.0,30.04
740.0,30.49
735.0,32.40
730.0,32.30
725.0,31.97
720.0,32.10
715.0,32.12
710.0,32.34
705.0,32.51
700.0,32.54
695.0,32.73
690.0,32.81
685.0,33.12
680.0,32.98
675.0,32.92
670.0,32.99
665.0,33.07
660.0,33.20
655.0,33.20
650.0,33.22
645.0,33.28
640.0,33.32
635.0,33.28
630.0,33.26
625.0,33.35
620.0,33.37
615.0,33.39
610.0,33.41
605.0,33.41
600.0,33.38
595.0,33.41
590.0,33.40
585.0,33.43
580.0,33.40
575.0,33.42
570.0,33.46
565.0,33.51
560.0,33.59
555.0,33.54
550.0,33.52
545.0,33.52
540.0,33.60
535.0,33.65
530.0,33.71
525.0,33.76
520.0,33.87
515.0,33.95
510.0,34.12
505.0,34.32
500.0,34.38
