Created as New Dataset,
495.0,34.33
490.0,34.34
485.0,34.38
480.0,34.62
475.0,34.90
470.0,35.17
465.0,35.41
460.0,35.71
455.0,35.89
450.0,36.09
445.0,36.09
440.0,36.08
435.0,36.44
430.0,36.91
425.0,36.73
420.0,37.33
415.0,37.78
410.0,38.23
405.0,38.47
400.0,39.06
395.0,39.43
390.0,39.95
385.0,40.54
380.0,41.24
375.0,42.14
370.0,42.52
365.0,42.44
360.0,43.57
355.0,45.33
350.0,46.55
345.0,47.08
340.0,47.65
335.0,47.99
330.0,48.93
325.0,49.50
320.0,50.88
315.0,51.99
310.0,53.68
305.0,54.94
300.0,56.44
295.0,58.51
290.0,60.40
285.0,61.36
280.0,62.15
275.0,61.59
270.0,61.08
265.0,59.77
260.0,60.65
255.0,61.98
250.0,69.19
245.0,71.21
240.0,69.85
235.0,69.85
230.0,69.85
225.0,69.85
220.0,69.85
215.0,69.85
210.0,69.85
205.0,69.85
200.0,69.85
