Created as New Dataset,
nm,%T
2500.0,58.02
2495.0,59.10
2490.0,59.19
2485.0,56.56
2480.0,56.86
2475.0,57.15
2470.0,58.36
2465.0,59.20
2460.0,58.83
2455.0,56.93
2450.0,57.92
2445.0,58.16
2440.0,56.66
2435.0,57.99
2430.0,59.79
2425.0,59.35
2420.0,56.73
2415.0,58.46
2410.0,58.28
2405.0,59.08
2400.0,58.38
2395.0,58.40
2390.0,58.58
2385.0,57.88
2380.0,57.31
2375.0,58.59
2370.0,58.38
2365.0,58.08
2360.0,57.86
2355.0,58.30
2350.0,57.46
2345.0,57.97
2340.0,58.23
2335.0,57.89
2330.0,57.10
2325.0,57.83
2320.0,58.03
2315.0,56.93
2310.0,56.85
2305.0,57.67
2300.0,56.62
2295.0,57.50
2290.0,56.89
2285.0,57.45
2280.0,56.97
2275.0,56.50
2270.0,56.42
2265.0,57.03
2260.0,56.94
2255.0,56.78
2250.0,56.31
2245.0,56.07
2240.0,56.38
2235.0,56.50
2230.0,56.43
2225.0,56.27
2220.0,56.15
2215.0,56.72
2210.0,56.61
2205.0,56.66
2200.0,56.24
2195.0,56.46
2190.0,57.05
2185.0,56.80
2180.0,56.88
2175.0,57.38
2170.0,57.69
2165.0,57.67
2160.0,57.57
2155.0,58.20
2150.0,57.85
2145.0,57.84
2140.0,58.52
2135.0,57.61
2130.0,57.90
2125.0,58.08
2120.0,57.74
2115.0,57.68
2110.0,57.47
2105.0,57.26
2100.0,57.55
2095.0,57.08
2090.0,57.27
2085.0,57.09
2080.0,56.96
2075.0,57.17
2070.0,57.06
2065.0,57.18
2060.0,57.00
2055.0,57.09
2050.0,57.01
2045.0,56.83
2040.0,56.85
2035.0,56.99
2030.0,56.80
2025.0,56.68
2020.0,56.63
2015.0,56.60
2010.0,56.54
2005.0,56.61
2000.0,56.57
1995.0,56.33
1990.0,56.32
1985.0,56.28
1980.0,56.31
1975.0,56.34
1970.0,56.28
1965.0,56.30
1960.0,56.33
1955.0,56.37
1950.0,56.48
1945.0,56.36
1940.0,56.30
1935.0,56.51
1930.0,56.55
1925.0,56.64
1920.0,56.54
1915.0,56.65
1910.0,56.25
1905.0,56.64
1900.0,56.61
1895.0,56.58
1890.0,56.57
1885.0,56.75
1880.0,56.77
1875.0,57.00
1870.0,56.86
1865.0,57.00
1860.0,57.03
1855.0,57.05
1850.0,56.86
1845.0,57.07
1840.0,57.09
1835.0,57.08
1830.0,57.02
1825.0,57.14
1820.0,56.98
1815.0,57.04
1810.0,57.12
1805.0,57.11
1800.0,57.14
1795.0,57.07
1790.0,57.19
1785.0,57.30
1780.0,57.32
1775.0,57.43
1770.0,57.41
1765.0,57.52
1760.0,57.54
1755.0,57.53
1750.0,57.58
1745.0,57.69
1740.0,57.78
