Created as New Dataset,
nm,%R
2500.0,52.69
2495.0,50.69
2490.0,50.26
2485.0,53.49
2480.0,50.29
2475.0,51.90
2470.0,49.56
2465.0,52.01
2460.0,52.17
2455.0,51.86
2450.0,52.07
2445.0,51.23
2440.0,51.84
2435.0,52.78
2430.0,52.42
2425.0,50.54
2420.0,53.81
2415.0,52.27
2410.0,52.19
2405.0,51.69
2400.0,50.80
2395.0,52.00
2390.0,52.57
2385.0,51.87
2380.0,51.74
2375.0,52.95
2370.0,51.43
2365.0,52.64
2360.0,51.43
2355.0,51.58
2350.0,51.71
2345.0,52.16
2340.0,51.52
2335.0,51.19
2330.0,51.86
2325.0,51.12
2320.0,51.61
2315.0,52.16
2310.0,51.62
2305.0,50.93
2300.0,51.32
2295.0,51.23
2290.0,51.53
2285.0,50.79
2280.0,50.71
2275.0,50.73
2270.0,50.65
2265.0,51.30
2260.0,50.96
2255.0,50.42
2250.0,50.91
2245.0,50.48
2240.0,50.32
2235.0,50.67
2230.0,50.00
2225.0,50.27
2220.0,50.52
2215.0,50.48
2210.0,50.34
2205.0,51.01
2200.0,50.61
2195.0,50.94
2190.0,50.76
2185.0,51.16
2180.0,50.83
2175.0,51.48
2170.0,51.56
2165.0,52.34
2160.0,52.10
2155.0,52.46
2150.0,52.70
2145.0,52.64
2140.0,52.15
2135.0,51.92
2130.0,52.52
2125.0,52.11
2120.0,52.51
2115.0,51.72
2110.0,51.90
2105.0,51.88
2100.0,51.67
2095.0,51.33
2090.0,51.37
2085.0,51.57
2080.0,51.48
2075.0,51.23
2070.0,51.09
2065.0,51.30
2060.0,51.22
2055.0,50.94
2050.0,51.01
2045.0,51.10
2040.0,50.77
2035.0,50.75
2030.0,50.38
2025.0,50.48
2020.0,50.55
2015.0,50.45
2010.0,50.22
2005.0,50.06
2000.0,50.00
1995.0,49.98
1990.0,49.85
1985.0,49.72
1980.0,49.72
1975.0,49.73
1970.0,49.68
1965.0,49.59
1960.0,49.39
1955.0,49.48
1950.0,49.64
1945.0,49.42
1940.0,49.46
1935.0,49.52
1930.0,49.55
1925.0,49.50
1920.0,49.47
1915.0,49.39
1910.0,49.17
1905.0,49.19
1900.0,49.05
1895.0,49.17
1890.0,49.07
1885.0,48.97
1880.0,49.16
1875.0,49.22
1870.0,49.12
1865.0,49.05
1860.0,48.94
1855.0,48.85
1850.0,48.83
1845.0,48.83
1840.0,48.77
1835.0,48.77
1830.0,48.77
1825.0,48.62
1820.0,48.53
1815.0,48.57
1810.0,48.43
1805.0,48.36
1800.0,48.37
1795.0,48.30
1790.0,48.21
1785.0,48.35
1780.0,48.19
1775.0,48.28
1770.0,48.24
1765.0,48.24
1760.0,48.15
1755.0,48.06
1750.0,48.07
1745.0,48.08
1740.0,48.04
1735.0,47.92
1730.0,48.03
1725.0,47.91
1720.0,47.84
1715.0,47.76
1710.0,47.67
1705.0,47.66
1700.0,47.55
1695.0,47.46
1690.0,47.34
1685.0,47.34
1680.0,47.24
1675.0,47.13
1670.0,47.04
1665.0,47.05
1660.0,47.01
1655.0,46.88
1650.0,46.77
1645.0,46.71
1640.0,46.61
1635.0,46.57
1630.0,46.50
1625.0,46.41
1620.0,46.36
1615.0,46.27
1610.0,46.16
1605.0,46.13
1600.0,45.99
1595.0,45.99
1590.0,45.86
1585.0,45.79
1580.0,45.76
1575.0,45.62
1570.0,45.60
1565.0,45.49
1560.0,45.38
1555.0,45.35
1550.0,45.24
1545.0,45.16
1540.0,45.05
1535.0,44.98
1530.0,44.90
1525.0,44.78
1520.0,44.68
1515.0,44.64
1510.0,44.52
1505.0,44.34
1500.0,44.25
1495.0,44.12
1490.0,44.00
1485.0,43.91
1480.0,43.85
1475.0,43.76
1470.0,43.69
1465.0,43.57
1460.0,43.56
1455.0,43.44
1450.0,43.36
1445.0,43.30
1440.0,43.18
1435.0,43.08
1430.0,42.98
1425.0,42.88
1420.0,42.74
1415.0,42.61
1410.0,42.51
1405.0,42.36
1400.0,42.30
1395.0,42.24
1390.0,42.13
1385.0,42.01
1380.0,41.90
1375.0,41.78
1370.0,41.68
1365.0,41.62
1360.0,41.52
1355.0,41.36
1350.0,41.24
1345.0,41.09
1340.0,40.99
1335.0,40.83
1330.0,40.77
1325.0,40.62
1320.0,40.52
1315.0,40.38
1310.0,40.24
1305.0,40.15
1300.0,40.00
1295.0,39.88
1290.0,39.74
1285.0,39.60
1280.0,39.53
1275.0,39.39
1270.0,39.25
1265.0,39.13
1260.0,39.00
1255.0,38.91
1250.0,38.76
1245.0,38.66
1240.0,38.56
1235.0,38.40
1230.0,38.28
1225.0,38.16
1220.0,38.04
1215.0,38.00
1210.0,37.82
1205.0,37.70
1200.0,37.59
1195.0,37.46
1190.0,37.39
1185.0,37.24
1180.0,37.19
1175.0,37.07
1170.0,36.95
1165.0,36.81
1160.0,36.78
1155.0,36.67
1150.0,36.54
1145.0,36.47
1140.0,36.39
1135.0,36.29
1130.0,36.22
1125.0,36.12
1120.0,36.03
1115.0,36.05
1110.0,35.90
1105.0,35.89
1100.0,35.77
1095.0,35.66
1090.0,35.55
1085.0,35.55
1080.0,35.49
1075.0,35.41
1070.0,35.44
1065.0,35.37
1060.0,35.31
1055.0,35.25
1050.0,35.21
1045.0,35.26
1040.0,35.20
1035.0,35.17
1030.0,35.21
1025.0,35.20
1020.0,35.17
1015.0,35.16
1010.0,35.15
1005.0,35.19
1000.0,35.16
995.0,35.22
990.0,35.18
985.0,35.20
980.0,35.33
975.0,35.36
970.0,35.47
965.0,35.56
960.0,35.62
955.0,35.67
950.0,35.71
945.0,35.77
940.0,35.84
935.0,35.93
930.0,35.92
925.0,36.17
920.0,36.21
915.0,36.23
910.0,36.45
905.0,36.46
900.0,36.70
895.0,36.89
890.0,36.66
885.0,36.96
880.0,37.10
875.0,37.16
870.0,37.40
865.0,37.52
860.0,37.66
855.0,37.15
850.0,33.71
845.0,35.22
840.0,36.30
835.0,37.00
830.0,37.26
825.0,37.55
820.0,37.85
815.0,38.02
810.0,38.17
805.0,38.25
800.0,38.44
795.0,38.59
790.0,38.77
785.0,38.93
780.0,39.18
775.0,39.07
770.0,39.27
765.0,39.45
760.0,39.58
755.0,39.66
750.0,39.82
745.0,39.97
740.0,39.95
735.0,40.03
730.0,40.22
725.0,40.29
720.0,40.41
715.0,40.51
710.0,40.58
705.0,40.54
700.0,40.66
695.0,40.73
690.0,40.84
685.0,40.77
680.0,40.87
675.0,40.91
670.0,40.96
665.0,41.02
660.0,41.03
655.0,41.09
650.0,41.13
645.0,41.10
640.0,41.10
635.0,41.15
630.0,41.14
625.0,41.13
620.0,41.12
615.0,41.09
610.0,41.13
605.0,41.08
600.0,41.05
595.0,41.04
590.0,41.06
585.0,41.00
580.0,41.02
575.0,41.06
570.0,41.04
565.0,41.04
560.0,41.09
555.0,41.09
550.0,41.15
545.0,41.17
540.0,41.23
535.0,41.26
530.0,41.30
525.0,41.40
520.0,41.48
515.0,41.58
510.0,41.69
505.0,41.84
500.0,41.94
495.0,42.10
490.0,42.29
485.0,42.46
480.0,42.64
475.0,42.83
470.0,43.03
465.0,43.25
460.0,43.49
455.0,43.66
450.0,43.90
445.0,44.14
440.0,44.45
435.0,44.71
430.0,45.02
425.0,45.37
420.0,45.65
415.0,45.96
410.0,46.34
405.0,46.68
400.0,47.09
395.0,47.57
390.0,48.18
385.0,48.73
380.0,49.44
375.0,50.26
370.0,51.16
365.0,51.70
360.0,52.76
355.0,53.62
350.0,54.59
345.0,55.62
340.0,56.08
335.0,57.17
330.0,58.27
325.0,59.40
320.0,60.43
315.0,61.46
310.0,61.67
305.0,62.01
300.0,63.24
295.0,64.57
290.0,65.62
285.0,66.84
280.0,66.64
275.0,68.13
270.0,67.08
265.0,69.27
260.0,69.63
255.0,70.78
250.0,79.40
245.0,79.40
240.0,79.40
235.0,79.40
230.0,79.40
225.0,79.40
220.0,79.40
215.0,79.40
210.0,79.40
205.0,79.40
200.0,79.40
