Created as New Dataset,
nm,%T
2500.0,65.64
2495.0,63.96
2490.0,65.06
2485.0,65.37
2480.0,65.31
2475.0,64.89
2470.0,64.92
2465.0,63.44
2460.0,64.64
2455.0,64.63
2450.0,64.23
2445.0,63.56
2440.0,66.43
2435.0,63.82
2430.0,64.01
2425.0,63.89
2420.0,65.88
2415.0,63.59
2410.0,64.38
2405.0,66.33
2400.0,64.48
2395.0,64.07
2390.0,65.06
2385.0,64.10
2380.0,65.50
2375.0,63.60
2370.0,64.46
2365.0,63.27
2360.0,63.34
2355.0,63.67
2350.0,65.00
2345.0,62.91
2340.0,63.52
2335.0,64.25
2330.0,63.68
2325.0,64.58
2320.0,63.50
2315.0,63.83
2310.0,63.77
2305.0,63.59
2300.0,63.04
2295.0,63.01
2290.0,62.62
2285.0,63.16
2280.0,63.16
2275.0,62.49
2270.0,63.03
2265.0,62.76
2260.0,62.61
2255.0,62.81
2250.0,63.01
2245.0,62.28
2240.0,62.81
2235.0,62.76
2230.0,62.41
2225.0,62.20
2220.0,62.86
2215.0,62.98
2210.0,62.19
2205.0,62.69
2200.0,62.76
2195.0,62.95
2190.0,63.20
2185.0,62.72
2180.0,63.52
2175.0,63.97
2170.0,63.68
2165.0,64.16
2160.0,64.21
2155.0,64.07
2150.0,64.34
2145.0,64.55
2140.0,64.20
2135.0,64.33
2130.0,64.20
2125.0,63.99
2120.0,63.87
2115.0,63.73
2110.0,63.32
2105.0,63.57
2100.0,63.69
2095.0,63.76
2090.0,63.51
2085.0,63.34
2080.0,63.34
2075.0,63.10
2070.0,63.40
2065.0,63.31
2060.0,63.27
2055.0,63.41
2050.0,63.27
2045.0,63.33
2040.0,63.09
2035.0,63.08
2030.0,63.06
2025.0,62.87
2020.0,62.86
2015.0,62.79
2010.0,62.59
2005.0,62.69
2000.0,62.62
1995.0,62.47
1990.0,62.39
1985.0,62.43
1980.0,62.41
1975.0,62.40
1970.0,62.36
1965.0,62.34
1960.0,62.36
1955.0,62.42
1950.0,62.42
1945.0,62.67
1940.0,62.67
1935.0,62.52
1930.0,62.44
1925.0,62.73
1920.0,62.45
1915.0,62.81
1910.0,62.73
1905.0,62.76
1900.0,62.68
1895.0,62.73
1890.0,62.83
1885.0,62.63
1880.0,63.16
1875.0,62.93
1870.0,62.98
1865.0,63.03
1860.0,62.96
1855.0,63.07
1850.0,63.15
1845.0,62.87
1840.0,63.00
1835.0,63.05
1830.0,63.02
1825.0,62.99
1820.0,63.06
1815.0,62.96
1810.0,63.02
1805.0,63.01
1800.0,63.05
1795.0,63.11
1790.0,63.20
1785.0,63.23
1780.0,63.26
1775.0,63.32
1770.0,63.41
1765.0,63.40
1760.0,63.48
1755.0,63.48
1750.0,63.65
1745.0,63.57
1740.0,63.70
1735.0,63.79
1730.0,63.79
1725.0,63.85
1720.0,63.86
1715.0,63.89
1710.0,63.94
1705.0,63.95
1700.0,64.01
1695.0,63.92
1690.0,63.99
1685.0,64.13
1680.0,64.10
1675.0,64.11
1670.0,64.18
1665.0,64.26
1660.0,64.26
1655.0,64.23
1650.0,64.35
1645.0,64.32
1640.0,64.35
1635.0,64.42
1630.0,64.50
1625.0,64.48
1620.0,64.50
1615.0,64.52
1610.0,64.63
1605.0,64.64
1600.0,64.71
1595.0,64.76
1590.0,64.75
1585.0,64.83
1580.0,64.92
1575.0,64.96
1570.0,65.07
1565.0,65.12
1560.0,65.12
1555.0,65.24
1550.0,65.30
1545.0,65.33
1540.0,65.37
1535.0,65.43
1530.0,65.49
1525.0,65.54
1520.0,65.66
1515.0,65.62
1510.0,65.75
1505.0,65.84
1500.0,65.91
1495.0,65.97
1490.0,66.07
1485.0,66.07
1480.0,66.16
1475.0,66.20
1470.0,66.25
1465.0,66.33
1460.0,66.40
1455.0,66.47
1450.0,66.55
1445.0,66.67
1440.0,66.74
1435.0,66.78
1430.0,66.88
1425.0,66.93
1420.0,67.02
1415.0,67.13
1410.0,67.25
1405.0,67.35
1400.0,67.39
1395.0,67.55
1390.0,67.59
1385.0,67.73
1380.0,67.76
1375.0,67.84
1370.0,67.91
1365.0,67.99
1360.0,68.12
1355.0,68.14
1350.0,68.19
1345.0,68.22
1340.0,68.33
1335.0,68.41
1330.0,68.47
1325.0,68.53
1320.0,68.62
1315.0,68.68
1310.0,68.78
1305.0,68.81
1300.0,68.96
1295.0,69.00
1290.0,69.09
1285.0,69.17
1280.0,69.29
1275.0,69.31
1270.0,69.40
1265.0,69.51
1260.0,69.57
1255.0,69.62
1250.0,69.72
1245.0,69.78
1240.0,69.86
1235.0,69.94
1230.0,70.02
1225.0,70.06
1220.0,70.21
1215.0,70.31
1210.0,70.35
1205.0,70.38
1200.0,70.45
1195.0,70.58
1190.0,70.60
1185.0,70.69
1180.0,70.80
1175.0,70.84
1170.0,70.91
1165.0,70.93
1160.0,70.98
1155.0,71.06
1150.0,71.14
1145.0,71.19
1140.0,71.27
1135.0,71.31
1130.0,71.33
1125.0,71.41
1120.0,71.47
1115.0,71.49
1110.0,71.62
1105.0,71.59
1100.0,71.63
1095.0,71.66
1090.0,71.73
1085.0,71.76
1080.0,71.81
1075.0,71.80
