Created as New Dataset,
nm,%T
2500.0,40.20
2495.0,38.86
2490.0,39.70
2485.0,41.59
2480.0,39.63
2475.0,40.46
2470.0,41.63
2465.0,41.29
2460.0,40.44
2455.0,38.43
2450.0,41.46
2445.0,41.95
2440.0,39.80
2435.0,42.04
2430.0,40.30
2425.0,40.68
2420.0,41.36
2415.0,39.92
2410.0,40.59
2405.0,42.02
2400.0,39.23
2395.0,42.21
2390.0,40.06
2385.0,40.64
2380.0,40.62
2375.0,41.30
2370.0,41.72
2365.0,40.33
2360.0,41.26
2355.0,40.29
2350.0,40.39
2345.0,39.08
2340.0,39.98
2335.0,39.75
2330.0,40.98
2325.0,39.90
2320.0,39.13
2315.0,40.21
2310.0,39.06
2305.0,39.79
2300.0,39.93
2295.0,39.08
2290.0,39.85
2285.0,39.00
2280.0,39.66
2275.0,40.36
2270.0,38.74
2265.0,38.93
2260.0,39.67
2255.0,39.29
2250.0,39.40
2245.0,39.31
2240.0,38.70
2235.0,38.33
2230.0,39.71
2225.0,38.53
2220.0,39.49
2215.0,38.54
2210.0,39.19
2205.0,39.34
2200.0,39.09
2195.0,39.29
2190.0,39.15
2185.0,39.54
2180.0,39.93
2175.0,40.13
2170.0,40.36
2165.0,40.27
2160.0,39.81
2155.0,40.63
2150.0,40.38
2145.0,40.67
2140.0,40.07
2135.0,40.75
2130.0,40.72
2125.0,40.80
2120.0,39.93
2115.0,40.31
2110.0,40.39
2105.0,40.01
2100.0,39.90
2095.0,40.15
2090.0,39.93
2085.0,40.25
2080.0,39.71
2075.0,39.84
2070.0,40.09
2065.0,40.03
2060.0,39.86
2055.0,40.01
2050.0,39.90
2045.0,40.03
2040.0,39.70
2035.0,39.84
2030.0,39.72
2025.0,39.66
2020.0,39.57
2015.0,39.52
2010.0,39.60
2005.0,39.46
2000.0,39.45
1995.0,39.35
1990.0,39.42
1985.0,39.35
1980.0,39.23
1975.0,39.36
1970.0,39.14
1965.0,39.19
1960.0,39.36
1955.0,39.33
1950.0,39.29
1945.0,39.35
1940.0,39.52
1935.0,39.64
1930.0,39.45
1925.0,39.37
1920.0,39.76
1915.0,39.94
1910.0,39.50
1905.0,39.98
1900.0,40.00
1895.0,39.89
1890.0,39.85
1885.0,39.96
1880.0,40.04
1875.0,40.16
1870.0,40.24
1865.0,40.27
1860.0,40.22
1855.0,40.33
1850.0,40.41
1845.0,40.33
1840.0,40.47
1835.0,40.53
1830.0,40.29
1825.0,40.51
1820.0,40.33
1815.0,40.54
1810.0,40.60
1805.0,40.54
1800.0,40.55
1795.0,40.56
1790.0,40.52
1785.0,40.75
