Created as New Dataset,
1880.0,41.15
1875.0,41.29
1870.0,41.28
1865.0,41.46
1860.0,41.29
1855.0,41.63
1850.0,41.52
1845.0,41.52
1840.0,41.47
1835.0,41.60
1830.0,41.59
1825.0,41.55
1820.0,41.57
1815.0,41.57
1810.0,41.59
1805.0,41.64
1800.0,41.59
1795.0,41.69
1790.0,41.79
1785.0,41.83
1780.0,41.94
1775.0,41.98
1770.0,42.00
1765.0,42.13
1760.0,42.14
1755.0,42.15
1750.0,42.28
1745.0,42.38
1740.0,42.43
1735.0,42.45
1730.0,42.53
1725.0,42.58
1720.0,42.67
1715.0,42.73
1710.0,42.76
1705.0,42.75
1700.0,42.90
1695.0,42.91
1690.0,43.00
1685.0,43.07
1680.0,43.07
1675.0,43.06
1670.0,43.20
1665.0,43.32
1660.0,43.32
1655.0,43.32
1650.0,43.46
1645.0,43.41
1640.0,43.49
1635.0,43.57
1630.0,43.57
1625.0,43.68
1620.0,43.78
1615.0,43.81
1610.0,43.87
1605.0,44.02
1600.0,44.07
1595.0,44.10
1590.0,44.25
1585.0,44.29
1580.0,44.33
1575.0,44.46
1570.0,44.54
1565.0,44.64
1560.0,44.75
1555.0,44.82
1550.0,44.90
1545.0,44.99
1540.0,45.05
1535.0,45.15
1530.0,45.22
1525.0,45.33
1520.0,45.43
1515.0,45.55
1510.0,45.66
1505.0,45.80
1500.0,45.83
1495.0,45.97
1490.0,46.03
1485.0,46.08
1480.0,46.19
1475.0,46.29
1470.0,46.42
1465.0,46.48
1460.0,46.58
1455.0,46.68
1450.0,46.86
1445.0,46.94
1440.0,47.04
1435.0,47.20
1430.0,47.32
1425.0,47.42
1420.0,47.49
1415.0,47.69
1410.0,47.84
1405.0,47.97
1400.0,48.13
1395.0,48.33
1390.0,48.47
1385.0,48.56
1380.0,48.71
1375.0,48.81
1370.0,48.96
1365.0,49.09
1360.0,49.22
1355.0,49.33
1350.0,49.41
1345.0,49.49
1340.0,49.61
1335.0,49.81
1330.0,49.89
1325.0,50.07
1320.0,50.10
1315.0,50.30
1310.0,50.40
1305.0,50.52
1300.0,50.68
1295.0,50.84
1290.0,51.02
1285.0,51.06
1280.0,51.22
1275.0,51.38
1270.0,51.45
1265.0,51.58
1260.0,51.73
1255.0,51.87
1250.0,52.05
1245.0,52.13
1240.0,52.25
1235.0,52.41
1230.0,52.57
1225.0,52.67
1220.0,52.84
1215.0,52.99
1210.0,53.14
1205.0,53.20
1200.0,53.34
1195.0,53.45
1190.0,53.56
1185.0,53.72
1180.0,53.87
1175.0,53.97
1170.0,54.07
1165.0,54.23
1160.0,54.32
1155.0,54.50
1150.0,54.60
1145.0,54.70
1140.0,54.76
1135.0,54.86
1130.0,54.99
1125.0,55.07
1120.0,55.20
1115.0,55.25
1110.0,55.33
1105.0,55.40
1100.0,55.56
1095.0,55.58
1090.0,55.69
1085.0,55.79
1080.0,55.84
1075.0,55.90
1070.0,55.98
1065.0,56.01
1060.0,56.10
1055.0,56.13
1050.0,56.13
1045.0,56.18
1040.0,56.19
1035.0,56.27
1030.0,56.24
1025.0,56.28
1020.0,56.29
1015.0,56.33
1010.0,56.31
1005.0,56.26
1000.0,56.27
995.0,56.20
990.0,56.22
985.0,56.16
980.0,56.17
975.0,56.13
970.0,56.06
965.0,56.07
960.0,55.97
955.0,55.91
950.0,55.85
945.0,55.86
940.0,55.81
935.0,55.66
930.0,55.67
925.0,55.52
920.0,55.46
915.0,55.38
910.0,55.31
905.0,55.19
900.0,55.14
895.0,54.98
890.0,54.87
885.0,54.58
880.0,54.58
875.0,54.54
870.0,54.55
865.0,54.10
860.0,54.28
855.0,52.83
850.0,53.18
845.0,52.23
840.0,52.50
835.0,52.27
830.0,52.11
825.0,52.07
820.0,51.80
815.0,51.57
810.0,51.31
805.0,51.28
800.0,51.07
795.0,50.81
790.0,50.70
785.0,50.52
780.0,50.42
775.0,50.09
770.0,49.89
765.0,49.78
760.0,49.77
755.0,49.44
750.0,49.47
745.0,49.29
740.0,49.15
735.0,48.99
730.0,48.95
725.0,48.75
720.0,48.74
715.0,48.69
710.0,48.38
705.0,48.44
700.0,48.29
695.0,48.21
690.0,48.13
685.0,48.11
680.0,48.12
675.0,48.04
670.0,47.93
665.0,47.94
660.0,47.95
655.0,47.89
650.0,47.91
645.0,47.89
640.0,47.89
635.0,47.98
630.0,47.95
625.0,47.94
620.0,47.97
615.0,48.09
610.0,48.08
605.0,48.16
600.0,48.17
595.0,48.25
590.0,48.30
585.0,48.39
580.0,48.46
575.0,48.56
570.0,48.60
565.0,48.75
560.0,48.75
555.0,48.88
550.0,48.93
545.0,49.02
540.0,49.07
535.0,49.06
530.0,49.04
525.0,49.03
520.0,48.96
515.0,48.90
510.0,48.91
505.0,48.99
500.0,49.01
495.0,49.09
490.0,49.12
485.0,49.22
480.0,49.24
475.0,49.15
470.0,49.12
465.0,49.20
460.0,49.19
455.0,49.16
450.0,49.17
445.0,49.21
440.0,49.22
435.0,49.31
430.0,49.35
425.0,49.45
420.0,49.54
415.0,49.57
410.0,49.66
405.0,49.82
400.0,49.99
395.0,50.11
390.0,50.39
385.0,50.69
380.0,51.02
375.0,51.54
370.0,51.97
365.0,52.56
360.0,52.94
355.0,53.38
350.0,53.91
345.0,54.29
340.0,54.81
335.0,55.20
330.0,55.66
325.0,56.17
320.0,56.38
315.0,56.35
310.0,55.39
305.0,54.34
300.0,53.65
295.0,52.85
290.0,51.74
285.0,51.26
280.0,49.93
275.0,48.76
270.0,47.46
265.0,46.46
260.0,46.79
255.0,46.90
250.0,50.41
245.0,54.23
240.0,58.08
235.0,58.08
230.0,58.08
225.0,58.08
220.0,58.08
215.0,58.08
210.0,58.08
205.0,58.08
200.0,58.08
