Created as New Dataset,
395.0,61.05
390.0,61.71
385.0,62.37
380.0,63.41
375.0,64.21
370.0,65.21
365.0,66.35
360.0,67.34
355.0,68.51
350.0,69.41
345.0,70.47
340.0,71.57
335.0,72.31
330.0,73.79
325.0,74.24
320.0,75.50
315.0,76.01
310.0,75.22
305.0,75.21
300.0,75.51
295.0,78.07
290.0,76.92
285.0,77.89
280.0,78.13
275.0,76.59
270.0,76.05
265.0,79.92
260.0,80.48
255.0,86.92
250.0,98.30
245.0,98.51
240.0,102.35
235.0,102.35
230.0,102.35
225.0,102.35
220.0,102.35
215.0,102.35
210.0,102.35
205.0,102.35
200.0,102.35
