Created as New Dataset,
1540.0,46.01
1535.0,45.91
1530.0,45.85
1525.0,45.67
1520.0,45.60
1515.0,45.51
1510.0,45.48
1505.0,45.24
1500.0,45.23
1495.0,45.02
1490.0,44.90
1485.0,44.83
1480.0,44.74
1475.0,44.66
1470.0,44.61
1465.0,44.50
1460.0,44.50
1455.0,44.40
1450.0,44.30
1445.0,44.26
1440.0,44.04
1435.0,43.97
1430.0,43.82
1425.0,43.75
1420.0,43.64
1415.0,43.50
1410.0,43.43
1405.0,43.31
1400.0,43.21
1395.0,43.05
1390.0,42.94
1385.0,42.86
1380.0,42.77
1375.0,42.68
1370.0,42.57
1365.0,42.52
1360.0,42.38
1355.0,42.25
1350.0,42.09
1345.0,41.98
1340.0,41.88
1335.0,41.74
1330.0,41.71
1325.0,41.56
1320.0,41.42
1315.0,41.28
1310.0,41.13
1305.0,41.02
1300.0,40.87
1295.0,40.74
1290.0,40.65
1285.0,40.47
1280.0,40.39
1275.0,40.27
1270.0,40.18
1265.0,40.06
1260.0,39.95
1255.0,39.86
1250.0,39.68
1245.0,39.53
1240.0,39.42
1235.0,39.32
1230.0,39.14
1225.0,39.05
1220.0,38.94
1215.0,38.80
1210.0,38.70
1205.0,38.61
1200.0,38.45
1195.0,38.34
1190.0,38.23
1185.0,38.10
1180.0,38.07
1175.0,37.94
1170.0,37.80
1165.0,37.69
1160.0,37.61
1155.0,37.50
1150.0,37.39
1145.0,37.31
1140.0,37.21
1135.0,37.11
1130.0,37.05
1125.0,36.98
1120.0,36.84
1115.0,36.80
1110.0,36.69
1105.0,36.64
1100.0,36.56
1095.0,36.49
1090.0,36.42
1085.0,36.35
1080.0,36.29
1075.0,36.25
1070.0,36.20
1065.0,36.11
1060.0,36.14
1055.0,36.01
1050.0,36.01
1045.0,36.00
1040.0,35.98
1035.0,35.95
1030.0,35.97
1025.0,35.93
1020.0,35.88
1015.0,35.90
1010.0,35.92
1005.0,35.92
1000.0,35.95
995.0,35.99
990.0,35.94
985.0,35.99
980.0,36.06
975.0,36.14
970.0,36.29
965.0,36.36
960.0,36.38
955.0,36.48
950.0,36.49
945.0,36.52
940.0,36.60
935.0,36.76
930.0,36.76
925.0,36.85
920.0,36.98
915.0,37.05
910.0,37.22
905.0,37.25
900.0,37.47
895.0,37.58
890.0,37.54
885.0,37.70
880.0,37.88
875.0,38.05
870.0,38.33
865.0,38.43
860.0,38.38
855.0,37.07
850.0,35.39
845.0,36.39
840.0,37.52
835.0,37.76
830.0,38.06
825.0,38.41
820.0,38.60
815.0,38.82
810.0,38.98
805.0,39.08
800.0,39.15
795.0,39.45
790.0,39.75
785.0,39.66
780.0,40.03
775.0,40.09
770.0,40.15
765.0,40.37
760.0,40.48
755.0,40.61
750.0,40.84
745.0,40.85
740.0,40.96
735.0,41.01
730.0,41.09
725.0,41.22
720.0,41.31
715.0,41.44
710.0,41.44
705.0,41.61
700.0,41.63
695.0,41.74
690.0,41.80
685.0,41.86
680.0,41.88
675.0,41.91
670.0,41.89
665.0,42.04
660.0,42.04
655.0,42.14
650.0,42.11
645.0,42.17
640.0,42.21
635.0,42.17
630.0,42.19
625.0,42.20
620.0,42.21
615.0,42.13
610.0,42.18
605.0,42.12
600.0,42.15
595.0,42.12
590.0,42.13
585.0,42.05
580.0,42.09
575.0,42.10
570.0,42.12
565.0,42.12
560.0,42.15
555.0,42.18
550.0,42.18
545.0,42.19
540.0,42.26
535.0,42.27
530.0,42.32
525.0,42.40
520.0,42.48
515.0,42.57
510.0,42.65
505.0,42.82
500.0,42.91
495.0,43.10
490.0,43.26
485.0,43.48
480.0,43.69
475.0,43.88
470.0,44.08
465.0,44.29
460.0,44.56
455.0,44.78
450.0,44.97
445.0,45.24
440.0,45.50
435.0,45.77
430.0,46.13
425.0,46.48
420.0,46.77
415.0,47.13
410.0,47.49
405.0,47.86
400.0,48.28
395.0,48.79
390.0,49.29
385.0,49.92
380.0,50.67
375.0,51.43
370.0,52.14
365.0,53.06
360.0,54.00
355.0,54.88
350.0,55.65
345.0,56.74
340.0,57.37
335.0,58.62
330.0,59.70
325.0,60.28
320.0,61.69
315.0,62.94
310.0,62.97
305.0,62.96
300.0,64.36
295.0,65.78
290.0,67.04
285.0,67.57
280.0,67.33
275.0,67.84
270.0,68.25
265.0,67.21
260.0,67.52
255.0,68.55
250.0,76.67
245.0,76.67
240.0,76.67
235.0,76.67
230.0,76.67
225.0,76.67
220.0,76.67
215.0,76.67
210.0,76.67
205.0,76.67
200.0,76.67
