Created as New Dataset,
nm,%T
2500.0,54.67
2495.0,56.68
2490.0,55.86
2485.0,53.66
2480.0,56.05
2475.0,55.00
2470.0,56.10
2465.0,56.47
2460.0,56.13
2455.0,54.52
2450.0,56.96
2445.0,54.18
2440.0,55.26
2435.0,54.46
2430.0,56.94
2425.0,55.77
2420.0,54.95
2415.0,56.70
2410.0,54.90
2405.0,55.87
2400.0,56.81
2395.0,55.75
2390.0,55.23
2385.0,55.13
2380.0,55.20
2375.0,54.94
2370.0,54.57
2365.0,55.86
2360.0,55.52
2355.0,54.60
2350.0,55.63
2345.0,56.12
2340.0,55.60
2335.0,54.89
2330.0,54.41
2325.0,54.57
2320.0,55.01
2315.0,54.79
2310.0,54.38
2305.0,55.23
2300.0,54.91
2295.0,54.20
2290.0,54.03
2285.0,54.79
2280.0,53.97
2275.0,54.39
2270.0,54.05
2265.0,54.05
2260.0,54.05
2255.0,54.28
2250.0,53.26
2245.0,53.54
2240.0,53.99
2235.0,53.93
2230.0,53.83
2225.0,53.37
2220.0,53.35
2215.0,54.04
2210.0,54.00
2205.0,53.92
2200.0,53.92
2195.0,54.21
2190.0,54.56
2185.0,54.62
2180.0,54.50
2175.0,55.00
2170.0,55.10
2165.0,54.70
2160.0,54.77
2155.0,55.53
2150.0,55.36
2145.0,55.33
2140.0,55.37
2135.0,55.41
2130.0,55.14
2125.0,55.24
2120.0,55.01
2115.0,55.11
2110.0,55.03
2105.0,54.69
2100.0,54.84
2095.0,54.54
2090.0,54.58
2085.0,54.55
2080.0,54.42
2075.0,54.50
2070.0,54.40
2065.0,54.46
2060.0,54.21
2055.0,54.66
2050.0,54.31
2045.0,54.24
2040.0,54.22
2035.0,54.05
2030.0,54.24
2025.0,53.99
2020.0,53.95
2015.0,53.84
2010.0,53.78
2005.0,53.83
2000.0,53.74
1995.0,53.55
1990.0,53.62
1985.0,53.60
1980.0,53.57
1975.0,53.48
1970.0,53.51
1965.0,53.55
1960.0,53.43
1955.0,53.56
1950.0,53.68
1945.0,53.58
1940.0,53.77
1935.0,53.63
1930.0,53.74
1925.0,53.75
1920.0,53.89
1915.0,53.78
1910.0,53.80
1905.0,53.84
1900.0,53.96
1895.0,53.92
1890.0,53.90
1885.0,54.03
1880.0,54.07
1875.0,54.37
1870.0,54.32
1865.0,54.34
1860.0,54.22
1855.0,54.35
1850.0,54.21
1845.0,54.31
1840.0,54.33
1835.0,54.39
1830.0,54.36
1825.0,54.35
1820.0,54.33
1815.0,54.33
1810.0,54.32
1805.0,54.37
1800.0,54.38
1795.0,54.40
1790.0,54.41
1785.0,54.51
1780.0,54.64
1775.0,54.64
1770.0,54.68
1765.0,54.82
1760.0,54.81
1755.0,54.87
1750.0,54.88
1745.0,54.99
1740.0,55.06
1735.0,55.16
1730.0,55.19
1725.0,55.27
1720.0,55.26
1715.0,55.30
1710.0,55.37
1705.0,55.39
1700.0,55.42
1695.0,55.48
1690.0,55.45
1685.0,55.51
1680.0,55.61
1675.0,55.57
1670.0,55.61
1665.0,55.70
1660.0,55.78
1655.0,55.76
1650.0,55.78
1645.0,55.85
1640.0,55.92
1635.0,56.00
1630.0,56.03
1625.0,56.08
1620.0,56.14
1615.0,56.18
1610.0,56.22
1605.0,56.32
1600.0,56.37
1595.0,56.40
1590.0,56.52
1585.0,56.59
1580.0,56.61
1575.0,56.72
1570.0,56.74
1565.0,56.85
1560.0,56.91
1555.0,56.97
1550.0,57.03
1545.0,57.16
1540.0,57.21
1535.0,57.31
1530.0,57.33
1525.0,57.44
1520.0,57.48
1515.0,57.56
1510.0,57.65
1505.0,57.78
1500.0,57.87
1495.0,57.97
1490.0,58.00
1485.0,58.07
1480.0,58.20
1475.0,58.18
1470.0,58.30
1465.0,58.39
1460.0,58.48
1455.0,58.62
1450.0,58.68
1445.0,58.77
1440.0,58.86
1435.0,59.01
1430.0,59.10
1425.0,59.17
1420.0,59.30
1415.0,59.44
1410.0,59.53
1405.0,59.68
1400.0,59.80
1395.0,59.90
1390.0,60.03
1385.0,60.16
1380.0,60.26
1375.0,60.35
1370.0,60.42
1365.0,60.57
1360.0,60.67
1355.0,60.74
1350.0,60.78
1345.0,60.89
1340.0,60.96
1335.0,61.02
1330.0,61.16
1325.0,61.27
1320.0,61.37
1315.0,61.47
1310.0,61.59
1305.0,61.67
1300.0,61.78
1295.0,61.88
1290.0,61.96
1285.0,62.10
1280.0,62.16
1275.0,62.26
1270.0,62.40
1265.0,62.53
1260.0,62.58
1255.0,62.69
1250.0,62.81
1245.0,62.95
1240.0,63.04
1235.0,63.15
1230.0,63.22
1225.0,63.32
1220.0,63.47
1215.0,63.56
1210.0,63.65
1205.0,63.77
1200.0,63.88
1195.0,63.92
1190.0,64.02
1185.0,64.11
1180.0,64.22
1175.0,64.29
1170.0,64.39
1165.0,64.47
1160.0,64.58
1155.0,64.65
1150.0,64.76
1145.0,64.81
1140.0,64.87
1135.0,65.01
1130.0,65.10
1125.0,65.15
1120.0,65.20
1115.0,65.27
1110.0,65.28
1105.0,65.34
1100.0,65.44
1095.0,65.48
1090.0,65.58
1085.0,65.63
1080.0,65.68
1075.0,65.70
1070.0,65.79
1065.0,65.79
1060.0,65.83
1055.0,65.89
1050.0,65.87
1045.0,65.91
1040.0,65.90
1035.0,65.94
1030.0,65.97
1025.0,66.00
1020.0,65.99
1015.0,65.98
1010.0,65.98
1005.0,65.98
1000.0,66.01
995.0,65.96
990.0,65.92
985.0,65.96
980.0,65.91
975.0,65.89
970.0,65.88
965.0,65.79
960.0,65.80
955.0,65.79
950.0,65.74
945.0,65.73
940.0,65.69
935.0,65.62
930.0,65.58
925.0,65.46
920.0,65.52
915.0,65.42
910.0,65.38
905.0,65.25
900.0,65.19
895.0,65.19
890.0,64.99
885.0,65.04
880.0,64.89
875.0,64.80
870.0,64.76
865.0,64.59
860.0,64.55
855.0,63.86
850.0,63.88
845.0,63.66
840.0,63.38
835.0,62.91
830.0,63.49
825.0,63.07
820.0,62.90
815.0,63.00
810.0,62.59
805.0,62.53
800.0,62.39
795.0,62.71
790.0,62.24
785.0,61.93
780.0,61.80
775.0,61.72
770.0,61.61
765.0,61.60
760.0,61.61
755.0,61.21
750.0,61.30
745.0,61.09
740.0,61.05
735.0,60.82
730.0,60.81
725.0,60.70
720.0,60.60
715.0,60.55
710.0,60.44
705.0,60.48
700.0,60.34
695.0,60.33
690.0,60.25
685.0,60.28
680.0,60.29
675.0,60.16
670.0,60.21
665.0,60.13
660.0,60.17
655.0,60.22
650.0,60.22
645.0,60.21
640.0,60.20
635.0,60.18
630.0,60.23
625.0,60.28
620.0,60.28
615.0,60.34
610.0,60.41
605.0,60.41
600.0,60.54
595.0,60.53
590.0,60.60
585.0,60.70
580.0,60.76
575.0,60.90
570.0,60.95
565.0,61.01
560.0,61.08
555.0,61.25
550.0,61.29
545.0,61.38
540.0,61.40
535.0,61.46
530.0,61.46
525.0,61.49
520.0,61.45
515.0,61.44
510.0,61.47
505.0,61.49
500.0,61.60
495.0,61.67
490.0,61.74
485.0,61.86
480.0,61.91
475.0,61.87
470.0,61.88
465.0,62.00
460.0,62.04
455.0,61.98
450.0,62.03
445.0,62.08
440.0,62.17
435.0,62.40
430.0,62.53
425.0,62.65
420.0,62.82
415.0,62.89
410.0,63.06
405.0,63.26
400.0,63.61
395.0,63.81
390.0,64.13
385.0,64.64
380.0,65.00
375.0,65.70
370.0,66.33
365.0,66.83
360.0,67.96
355.0,68.37
350.0,68.88
345.0,69.79
340.0,70.12
335.0,70.89
330.0,71.75
325.0,72.40
320.0,73.98
315.0,74.84
310.0,75.80
305.0,76.33
300.0,77.75
295.0,79.25
290.0,79.80
285.0,79.98
280.0,79.86
275.0,78.74
270.0,77.74
265.0,76.81
260.0,74.86
255.0,79.22
250.0,87.86
245.0,89.58
240.0,92.56
235.0,92.56
230.0,92.56
225.0,92.56
220.0,92.56
215.0,92.56
210.0,92.56
205.0,92.56
200.0,92.56
