Created as New Dataset,
690.0,44.55
685.0,44.46
680.0,44.41
675.0,44.29
670.0,44.35
665.0,44.33
660.0,44.35
655.0,44.33
650.0,44.32
645.0,44.33
640.0,44.30
635.0,44.32
630.0,44.38
625.0,44.33
620.0,44.37
615.0,44.45
610.0,44.49
605.0,44.55
600.0,44.58
595.0,44.68
590.0,44.76
585.0,44.84
580.0,44.91
575.0,44.95
570.0,45.05
565.0,45.14
560.0,45.21
555.0,45.30
550.0,45.35
545.0,45.41
540.0,45.43
535.0,45.47
530.0,45.49
525.0,45.46
520.0,45.46
515.0,45.39
510.0,45.38
505.0,45.45
500.0,45.49
495.0,45.52
490.0,45.49
485.0,45.52
480.0,45.52
475.0,45.44
470.0,45.41
465.0,45.42
460.0,45.39
455.0,45.33
450.0,45.24
445.0,45.24
440.0,45.24
435.0,45.24
430.0,45.17
425.0,45.30
420.0,45.25
415.0,45.31
410.0,45.25
405.0,45.35
400.0,45.46
395.0,45.46
390.0,45.66
385.0,45.84
380.0,46.09
375.0,46.30
370.0,46.57
365.0,46.94
360.0,47.38
355.0,47.74
350.0,47.85
345.0,48.09
340.0,48.14
335.0,48.12
330.0,48.34
325.0,48.11
320.0,47.85
315.0,47.14
310.0,45.14
305.0,43.58
300.0,42.06
295.0,41.73
290.0,39.80
285.0,38.93
280.0,38.16
275.0,36.16
270.0,35.95
265.0,35.89
260.0,35.46
255.0,38.96
250.0,42.87
245.0,43.47
240.0,44.18
235.0,44.18
230.0,44.18
225.0,44.18
220.0,44.18
215.0,44.18
210.0,44.18
205.0,44.18
200.0,44.18
