Created as New Dataset,
nm,%R
2500.0,47.75
2495.0,45.74
2490.0,47.57
2485.0,48.66
2480.0,46.58
2475.0,48.26
2470.0,48.08
2465.0,46.98
2460.0,46.54
2455.0,46.91
2450.0,47.85
2445.0,46.52
2440.0,48.30
2435.0,48.51
2430.0,46.83
2425.0,47.88
2420.0,49.09
2415.0,45.96
2410.0,48.60
2405.0,48.54
2400.0,48.80
2395.0,48.27
2390.0,47.77
2385.0,48.78
2380.0,48.57
2375.0,48.16
2370.0,47.02
2365.0,48.01
2360.0,47.44
2355.0,47.81
2350.0,48.02
2345.0,46.45
2340.0,47.23
2335.0,47.44
2330.0,47.44
2325.0,47.79
2320.0,47.08
2315.0,47.49
2310.0,47.67
2305.0,47.67
2300.0,47.30
2295.0,47.15
2290.0,46.69
2285.0,46.74
2280.0,47.00
2275.0,46.58
2270.0,47.21
2265.0,46.30
2260.0,46.53
2255.0,46.57
2250.0,46.69
2245.0,46.11
2240.0,47.18
2235.0,46.41
2230.0,46.81
2225.0,45.88
2220.0,46.41
2215.0,47.13
2210.0,45.95
2205.0,46.56
2200.0,46.72
2195.0,46.30
2190.0,47.54
2185.0,46.77
2180.0,47.11
2175.0,47.50
2170.0,47.22
2165.0,47.89
2160.0,47.93
2155.0,47.98
2150.0,48.55
2145.0,48.65
2140.0,48.28
2135.0,48.52
2130.0,48.29
2125.0,48.11
2120.0,47.95
2115.0,47.77
2110.0,47.50
2105.0,47.35
2100.0,47.86
2095.0,47.82
2090.0,47.63
2085.0,47.34
2080.0,47.41
2075.0,47.25
2070.0,47.49
2065.0,47.16
2060.0,47.23
2055.0,47.30
2050.0,47.36
2045.0,47.06
2040.0,46.85
2035.0,46.79
2030.0,46.74
2025.0,46.63
2020.0,46.53
2015.0,46.37
2010.0,46.25
2005.0,46.19
2000.0,46.14
1995.0,46.11
1990.0,45.94
1985.0,45.83
1980.0,45.83
1975.0,45.89
1970.0,45.75
1965.0,45.71
1960.0,45.63
1955.0,45.65
1950.0,45.57
1945.0,45.57
1940.0,45.63
1935.0,45.92
1930.0,45.74
1925.0,45.92
1920.0,45.64
1915.0,45.57
1910.0,45.62
1905.0,45.58
1900.0,45.54
1895.0,45.32
1890.0,45.42
1885.0,45.48
1880.0,45.55
1875.0,45.41
1870.0,45.42
1865.0,45.57
1860.0,45.22
1855.0,45.26
1850.0,45.24
1845.0,45.17
1840.0,45.19
1835.0,45.32
1830.0,45.03
1825.0,44.92
1820.0,45.02
1815.0,44.87
1810.0,44.90
1805.0,44.80
1800.0,44.79
1795.0,44.68
1790.0,44.70
1785.0,44.65
1780.0,44.59
1775.0,44.66
1770.0,44.61
1765.0,44.53
1760.0,44.66
1755.0,44.49
1750.0,44.59
1745.0,44.42
1740.0,44.40
1735.0,44.49
1730.0,44.40
1725.0,44.35
1720.0,44.25
1715.0,44.24
1710.0,44.16
1705.0,44.06
1700.0,44.04
1695.0,43.93
1690.0,43.81
1685.0,43.89
1680.0,43.73
1675.0,43.70
1670.0,43.65
1665.0,43.62
1660.0,43.59
1655.0,43.43
1650.0,43.45
1645.0,43.29
1640.0,43.21
1635.0,43.19
1630.0,43.08
1625.0,43.07
1620.0,42.93
1615.0,42.95
1610.0,42.93
1605.0,42.74
1600.0,42.79
1595.0,42.69
1590.0,42.52
1585.0,42.56
1580.0,42.46
1575.0,42.34
1570.0,42.32
1565.0,42.30
1560.0,42.15
1555.0,42.15
1550.0,42.02
1545.0,41.98
1540.0,41.91
1535.0,41.81
1530.0,41.71
1525.0,41.65
1520.0,41.60
1515.0,41.43
1510.0,41.36
1505.0,41.25
1500.0,41.16
1495.0,40.99
1490.0,40.91
1485.0,40.85
1480.0,40.78
1475.0,40.69
1470.0,40.63
1465.0,40.51
1460.0,40.50
1455.0,40.43
1450.0,40.40
1445.0,40.37
1440.0,40.23
1435.0,40.15
1430.0,40.01
1425.0,39.84
1420.0,39.77
1415.0,39.66
1410.0,39.64
1405.0,39.49
1400.0,39.42
1395.0,39.34
1390.0,39.30
1385.0,39.27
1380.0,39.15
1375.0,39.08
1370.0,38.92
1365.0,38.79
1360.0,38.70
1355.0,38.69
1350.0,38.51
1345.0,38.44
1340.0,38.34
1335.0,38.24
1330.0,38.10
1325.0,38.00
1320.0,37.90
1315.0,37.79
1310.0,37.73
1305.0,37.58
1300.0,37.46
1295.0,37.37
1290.0,37.23
1285.0,37.16
1280.0,37.05
1275.0,36.95
1270.0,36.82
1265.0,36.77
1260.0,36.67
1255.0,36.49
1250.0,36.42
1245.0,36.26
1240.0,36.24
1235.0,36.10
1230.0,35.99
1225.0,35.89
1220.0,35.81
1215.0,35.72
1210.0,35.61
1205.0,35.50
1200.0,35.40
1195.0,35.36
1190.0,35.28
1185.0,35.09
1180.0,35.09
1175.0,34.95
1170.0,34.83
1165.0,34.67
1160.0,34.61
1155.0,34.56
1150.0,34.47
1145.0,34.39
1140.0,34.30
1135.0,34.19
1130.0,34.14
1125.0,34.13
1120.0,33.99
1115.0,33.93
1110.0,33.87
1105.0,33.78
1100.0,33.73
1095.0,33.71
1090.0,33.64
1085.0,33.60
1080.0,33.52
1075.0,33.49
1070.0,33.41
1065.0,33.36
1060.0,33.34
1055.0,33.31
1050.0,33.20
1045.0,33.19
1040.0,33.21
1035.0,33.24
1030.0,33.20
1025.0,33.17
1020.0,33.12
1015.0,33.16
1010.0,33.16
1005.0,33.17
1000.0,33.12
995.0,33.15
990.0,33.11
985.0,33.14
980.0,33.24
975.0,33.34
970.0,33.34
965.0,33.47
960.0,33.58
955.0,33.55
950.0,33.57
945.0,33.66
940.0,33.59
935.0,33.70
930.0,33.89
925.0,33.76
920.0,33.82
915.0,34.10
910.0,34.20
905.0,34.10
900.0,34.20
895.0,34.37
890.0,34.41
885.0,34.50
